,season,startingPosition,constructorPoints,driverPoints,raining,constructorID,driverID,driverPrevWins,driverPrevPodiums,driverStandingsPos,constructorStandingsPos,constructorWins,constructorPodiums,age,won
11710,1981,5,10,10,0,21,119,0,2,6,5,0,2,27,0
11711,1981,3,9,4,0,32,95,0,1,11,13,0,0,27,0
11712,1981,14,10,0,0,21,216,0,0,18,5,0,2,28,0
11713,1981,11,1,1,0,1,110,0,0,17,12,0,0,22,0
11714,1981,12,3,3,0,51,207,0,0,13,10,0,0,41,0
11715,1981,0,0,0,0,56,177,0,0,18,13,0,0,32,0
11716,1981,0,11,0,0,27,219,0,0,18,4,0,2,38,0
11717,1981,0,25,3,0,34,212,0,0,18,2,2,3,25,0
11718,1981,0,0,0,0,56,192,0,0,18,13,0,0,24,0
11719,1981,0,0,0,0,45,160,0,0,18,13,0,0,29,0
11720,1981,0,0,0,0,45,213,0,0,18,13,0,0,24,0
11721,1981,0,0,0,0,54,201,0,0,18,13,0,0,34,0
11722,1981,0,0,0,0,37,206,0,0,18,13,0,0,28,0
11723,1981,0,0,0,0,37,194,0,0,18,13,0,0,26,0
11724,1981,0,0,0,0,53,205,0,0,18,13,0,0,34,0
11725,1981,0,0,0,0,53,118,0,0,18,13,0,0,26,0
11726,1981,7,26,21,0,6,203,2,2,4,2,2,2,31,1
11727,1981,1,17,17,0,27,172,0,3,5,4,0,3,37,0
11728,1981,4,5,4,0,1,187,0,1,12,8,0,1,35,0
11729,1981,3,61,37,0,3,199,2,5,1,1,3,8,39,0
11730,1981,10,12,7,0,32,173,0,0,7,13,0,0,23,0
11731,1981,11,12,5,0,32,95,0,1,8,13,0,0,27,0
11732,1981,2,61,24,0,3,178,1,3,2,1,3,8,34,0
11733,1981,8,3,3,0,51,207,0,0,14,11,0,0,41,0
11734,1981,17,6,2,0,4,163,0,0,16,7,0,1,32,0
11735,1981,6,3,0,0,51,152,0,0,19,11,0,0,28,0
11736,1981,21,0,0,0,56,192,0,0,19,13,0,0,24,0
11737,1981,15,0,0,0,56,177,0,0,19,13,0,0,32,0
11738,1981,16,1,1,0,55,175,0,0,17,12,0,0,31,0
11739,1981,24,4,0,0,57,194,0,0,19,10,0,0,26,0
11740,1981,13,26,5,0,6,202,0,0,9,2,2,2,29,0
11741,1981,22,0,0,0,37,206,0,0,19,13,0,0,28,0
11742,1981,20,5,5,0,25,158,0,0,10,9,0,0,23,0
11743,1981,19,17,0,0,27,219,0,0,19,4,0,3,38,0
11744,1981,18,25,3,0,34,212,0,0,19,3,2,3,25,0
11745,1981,23,10,0,0,21,216,0,0,19,6,0,2,28,0
11746,1981,9,25,22,0,34,137,2,3,3,3,2,3,28,0
11747,1981,5,6,4,0,4,117,0,1,11,7,0,1,26,0
11748,1981,12,10,10,0,21,119,0,2,6,6,0,2,27,0
11749,1981,14,5,1,0,1,110,0,0,18,8,0,1,22,0
11750,1981,0,5,0,0,25,105,0,0,19,9,0,0,24,0
11751,1981,0,0,0,0,45,213,0,0,19,13,0,0,24,0
11752,1981,0,0,0,0,54,201,0,0,19,13,0,0,34,0
11753,1981,0,0,0,0,53,205,0,0,19,13,0,0,34,0
11754,1981,0,0,0,0,53,118,0,0,19,13,0,0,26,0
11755,1981,0,0,0,0,45,220,0,0,19,13,0,0,33,0
11756,1981,3,18,13,0,4,117,1,2,6,4,1,2,26,1
11757,1981,2,11,10,0,1,187,0,2,8,7,0,2,35,0
11758,1981,4,29,26,0,34,137,2,4,2,2,2,4,28,0
11759,1981,1,18,5,0,4,163,0,0,12,4,1,2,33,0
11760,1981,14,28,7,0,6,202,0,0,10,3,2,2,29,0
11761,1981,8,13,8,0,32,173,0,0,9,13,0,0,23,0
11762,1981,13,13,5,0,32,95,0,1,11,13,0,0,27,0
11763,1981,10,3,3,0,51,207,0,0,15,11,0,0,41,0
11764,1981,15,29,3,0,34,212,0,0,19,2,2,4,25,0
11765,1981,7,61,37,0,3,199,2,5,1,1,3,8,39,0
11766,1981,5,11,1,0,1,110,0,0,18,7,0,2,22,0
11767,1981,21,1,4,0,55,176,0,0,14,12,0,0,29,0
11768,1981,19,5,5,0,25,158,0,0,13,9,0,0,23,0
11769,1981,18,10,10,0,21,119,0,2,7,8,0,2,27,0
11770,1981,12,3,0,0,51,152,0,0,19,11,0,0,28,0
11771,1981,23,5,0,0,25,105,0,0,19,9,0,0,24,0
11772,1981,9,61,24,0,3,178,1,3,3,1,3,8,34,0
11773,1981,6,17,17,0,27,172,0,3,5,5,0,3,37,0
11774,1981,20,0,0,0,37,206,0,0,19,13,0,0,28,0
11775,1981,11,28,21,0,6,203,2,2,4,3,2,2,31,0
11776,1981,16,17,1,0,27,175,0,0,17,5,0,3,32,0
11777,1981,17,0,0,0,56,177,0,0,19,13,0,0,32,0
11778,1981,22,4,0,0,57,194,0,0,19,10,0,0,26,0
11779,1981,24,0,0,0,56,192,0,0,19,13,0,0,24,0
11780,1981,0,10,0,0,21,216,0,0,19,8,0,2,28,0
11781,1981,0,0,0,0,53,205,0,0,19,13,0,0,34,0
11782,1981,0,0,0,0,54,201,0,0,19,13,0,0,34,0
11783,1981,0,0,0,0,45,213,0,0,19,13,0,0,24,0
11784,1981,0,0,0,0,53,118,0,0,19,13,0,0,26,0
11785,1981,5,20,19,0,1,187,1,3,6,5,1,3,35,1
11786,1981,9,67,43,0,3,199,2,6,1,1,3,9,39,0
11787,1981,14,21,21,0,27,172,0,4,5,4,0,4,37,0
11788,1981,23,8,8,0,25,158,0,0,9,9,0,0,23,0
11789,1981,13,31,5,0,34,212,0,0,20,2,2,4,25,0
11790,1981,21,1,0,0,54,201,0,0,19,13,0,0,34,0
11791,1981,17,0,0,0,37,206,0,0,20,14,0,0,28,0
11792,1981,20,0,0,0,45,197,0,0,20,14,0,0,35,0
11793,1981,1,18,5,0,4,163,0,0,13,6,1,2,33,0
11794,1981,10,10,10,0,21,119,0,2,8,8,0,2,27,0
11795,1981,24,1,4,0,55,176,0,0,15,12,0,0,29,0
11796,1981,11,3,3,0,51,207,0,0,16,11,0,0,41,0
11797,1981,14,0,0,0,56,177,0,0,20,14,0,0,32,0
11798,1981,22,13,8,0,32,173,0,0,10,14,0,0,23,0
11799,1981,2,18,13,0,4,117,1,2,7,6,1,2,26,0
11800,1981,15,21,1,0,27,175,0,0,17,4,0,4,32,0
11801,1981,4,28,7,0,6,202,0,0,11,3,2,2,29,0
11802,1981,3,31,26,0,34,137,2,4,2,2,2,4,28,0
11803,1981,12,3,0,0,51,152,0,0,20,11,0,0,28,0
11804,1981,8,28,21,0,6,203,2,2,4,3,2,2,31,0
11805,1981,7,67,24,0,3,178,1,3,3,1,3,9,34,0
11806,1981,6,20,1,0,1,110,0,0,18,5,1,3,22,0
11807,1981,19,8,0,0,25,105,0,0,20,9,0,0,24,0
11808,1981,18,10,0,0,21,216,0,0,20,8,0,2,28,0
11809,1981,0,0,0,0,56,192,0,0,20,14,0,0,24,0
11810,1981,0,0,0,0,53,205,0,0,20,14,0,0,34,0
11811,1981,0,13,5,0,32,95,0,1,12,14,0,0,27,0
11812,1981,0,4,0,0,57,194,0,0,20,10,0,0,26,0
11813,1981,0,0,0,0,53,118,0,0,20,14,0,0,26,0
11814,1981,0,0,0,0,45,213,0,0,20,14,0,0,24,0
11815,1981,6,43,35,0,34,137,3,5,2,2,3,5,28,1
11816,1981,1,24,19,0,4,117,1,3,7,5,1,3,26,0
11817,1981,7,25,25,0,27,172,0,5,3,4,0,5,37,0
11818,1981,16,43,8,0,34,212,0,0,20,2,3,5,25,0
11819,1981,18,10,10,0,25,158,0,0,9,9,0,0,23,0
11820,1981,9,21,20,0,1,187,1,3,6,6,1,3,35,0
11821,1981,14,13,8,0,32,173,0,0,11,14,0,0,23,0
11822,1981,17,0,0,0,45,197,0,0,20,14,0,0,35,0
11823,1981,12,3,3,0,51,207,0,0,16,11,0,0,41,0
11824,1981,8,28,21,0,6,203,2,2,5,3,2,2,31,0
11825,1981,4,67,24,0,3,178,1,3,4,1,3,9,34,0
11826,1981,26,10,0,0,21,216,0,0,20,8,0,2,28,0
11827,1981,2,24,5,0,4,163,0,0,14,5,1,3,33,0
11828,1981,22,1,4,0,55,176,0,0,15,12,0,0,29,0
11829,1981,17,3,0,0,51,152,0,0,20,11,0,0,28,0
11830,1981,23,4,0,0,57,194,0,0,20,10,0,0,26,0
11831,1981,28,1,0,0,54,201,0,0,19,13,0,0,34,0
11832,1981,3,67,43,0,3,199,2,6,1,1,3,9,39,0
11833,1981,13,10,10,0,21,119,0,2,8,8,0,2,27,0
11834,1981,11,25,1,0,27,175,0,0,17,4,0,5,32,0
11835,1981,21,0,0,0,37,206,0,0,20,14,0,0,28,0
11836,1981,15,13,5,0,32,95,0,1,13,14,0,0,27,0
11837,1981,10,21,1,0,1,110,0,0,18,6,1,3,22,0
11838,1981,5,28,7,0,6,202,0,0,12,3,2,2,29,0
11839,1981,0,0,0,0,56,177,0,0,20,14,0,0,32,0
11840,1981,0,0,0,0,53,205,0,0,20,14,0,0,34,0
11841,1981,0,0,0,0,45,213,0,0,20,14,0,0,24,0
11842,1981,0,0,0,0,53,118,0,0,20,14,0,0,26,0
11843,1981,0,10,0,0,25,105,0,0,20,9,0,0,24,0
11844,1981,0,0,0,0,56,192,0,0,20,14,0,0,24,0
11845,1981,4,34,34,0,27,172,1,6,3,3,1,6,37,1
11846,1981,1,30,11,0,4,163,0,1,8,4,1,4,33,0
11847,1981,7,47,39,0,34,137,3,6,2,2,3,6,28,0
11848,1981,6,72,27,0,3,178,1,3,4,1,3,9,34,0
11849,1981,5,72,45,0,3,199,2,6,1,1,3,9,39,0
11850,1981,12,22,21,0,1,187,1,3,6,6,1,3,35,0
11851,1981,9,13,8,0,32,173,0,0,12,14,0,0,23,0
11852,1981,18,22,1,0,1,110,0,0,18,6,1,3,22,0
11853,1981,8,28,7,0,6,202,0,0,13,5,2,2,29,0
11854,1981,14,0,0,0,45,197,0,0,20,14,0,0,35,0
11855,1981,19,0,0,0,37,206,0,0,20,14,0,0,28,0
11856,1981,13,3,3,0,51,207,0,0,16,11,0,0,41,0
11857,1981,21,1,0,0,54,201,0,0,19,13,0,0,34,0
11858,1981,10,10,10,0,21,119,0,2,9,8,0,2,27,0
11859,1981,20,4,0,0,57,194,0,0,20,10,0,0,26,0
11860,1981,22,10,0,0,25,105,0,0,20,9,0,0,24,0
11861,1981,16,3,0,0,51,152,0,0,20,11,0,0,28,0
11862,1981,15,47,8,0,34,212,0,0,20,2,3,6,25,0
11863,1981,24,10,0,0,21,216,0,0,20,8,0,2,28,0
11864,1981,2,30,19,0,4,117,1,3,7,4,1,4,26,0
11865,1981,17,34,1,0,27,175,0,0,17,3,1,6,32,0
11866,1981,11,13,5,0,32,95,0,1,14,14,0,0,28,0
11867,1981,3,28,21,0,6,203,2,2,5,5,2,2,31,0
11868,1981,23,1,4,0,55,176,0,0,15,12,0,0,29,0
11869,1981,0,10,10,0,25,158,0,0,10,9,0,0,23,0
11870,1981,0,0,0,0,53,118,0,0,20,14,0,0,26,0
11871,1981,0,0,0,0,53,205,0,0,20,14,0,0,34,0
11872,1981,0,0,0,0,45,213,0,0,20,14,0,0,24,0
11873,1981,1,39,28,0,4,117,2,4,5,3,2,5,26,1
11874,1981,3,56,45,0,34,137,3,7,1,2,3,7,29,0
11875,1981,4,76,31,0,3,178,1,4,4,1,3,10,34,0
11876,1981,15,56,11,0,34,212,0,0,21,2,3,7,25,0
11877,1981,9,15,10,0,32,173,0,0,12,14,0,0,23,0
11878,1981,24,5,1,0,57,194,0,0,20,10,0,0,26,0
11879,1981,21,10,0,0,21,216,0,0,21,8,0,2,28,0
11880,1981,20,1,4,0,55,176,0,0,15,12,0,0,29,0
11881,1981,25,10,0,0,25,105,0,0,21,9,0,0,24,0
11882,1981,23,1,0,0,54,201,0,0,19,13,0,0,34,0
11883,1981,7,3,3,0,51,207,0,0,16,11,0,0,41,0
11884,1981,8,22,21,0,1,187,1,3,7,6,1,3,35,0
11885,1981,22,10,10,0,25,158,0,0,11,9,0,0,23,0
11886,1981,18,0,0,0,45,197,0,0,21,14,0,0,35,0
11887,1981,2,39,11,0,4,163,0,1,8,3,2,5,33,0
11888,1981,14,3,0,0,51,152,0,0,21,11,0,0,28,0
11889,1981,6,34,34,0,27,172,1,6,3,4,1,6,37,0
11890,1981,5,76,45,0,3,199,2,6,2,1,3,10,39,0
11891,1981,10,10,10,0,21,119,0,2,10,8,0,2,27,0
11892,1981,19,0,0,0,37,206,0,0,21,14,0,0,28,0
11893,1981,12,28,7,0,6,202,0,0,13,5,2,2,29,0
11894,1981,17,15,5,0,32,95,0,1,14,14,0,0,28,0
11895,1981,11,34,1,0,27,175,0,0,17,4,1,6,32,0
11896,1981,16,28,21,0,6,203,2,2,6,5,2,2,31,0
11897,1981,0,22,1,0,1,110,0,0,18,6,1,3,22,0
11898,1981,0,0,0,0,53,205,0,0,21,14,0,0,34,0
11899,1981,0,0,0,0,56,177,0,0,21,14,0,0,32,0
11900,1981,0,0,0,0,56,192,0,0,21,14,0,0,24,0
11901,1981,0,0,0,0,45,213,0,0,21,14,0,0,24,0
11902,1981,0,0,0,0,53,118,0,0,21,14,0,0,27,0
11903,1981,3,48,37,0,4,117,3,5,3,3,3,6,26,1
11904,1981,5,86,37,0,3,178,1,5,4,1,3,12,34,0
11905,1981,2,86,49,0,3,199,2,7,1,1,3,12,39,0
11906,1981,11,18,13,0,32,173,0,0,8,14,0,0,23,0
11907,1981,8,30,9,0,6,202,0,0,13,5,2,2,29,0
11908,1981,6,57,46,0,34,137,3,7,2,2,3,7,29,0
11909,1981,16,22,1,0,1,110,0,0,18,6,1,3,22,0
11910,1981,10,3,0,0,51,152,0,0,21,11,0,0,29,0
11911,1981,18,0,0,0,45,197,0,0,21,14,0,0,35,0
11912,1981,23,0,0,0,53,205,0,0,21,14,0,0,34,0
11913,1981,13,3,3,0,51,207,0,0,16,11,0,0,41,0
11914,1981,19,0,0,0,37,206,0,0,21,14,0,0,28,0
11915,1981,15,34,1,0,27,175,0,0,17,4,1,6,32,0
11916,1981,12,18,5,0,32,95,0,1,14,14,0,0,28,0
11917,1981,7,22,21,0,1,187,1,3,7,6,1,3,35,0
11918,1981,20,10,10,0,21,119,0,2,11,8,0,2,27,0
11919,1981,22,10,0,0,25,105,0,0,21,9,0,0,24,0
11920,1981,24,5,1,0,57,194,0,0,20,10,0,0,26,0
11921,1981,1,48,11,0,4,163,0,1,9,3,3,6,33,0
11922,1981,4,34,34,0,27,172,1,6,5,4,1,6,37,0
11923,1981,17,10,10,0,25,158,0,0,12,9,0,0,23,0
11924,1981,21,1,0,0,54,201,0,0,19,13,0,0,34,0
11925,1981,9,30,21,0,6,203,2,2,6,5,2,2,31,0
11926,1981,14,57,11,0,34,212,0,0,21,2,3,7,25,0
11927,1981,0,1,4,0,55,176,0,0,15,12,0,0,29,0
11928,1981,0,0,0,0,45,213,0,0,21,14,0,0,24,0
11929,1981,0,0,0,0,53,118,0,0,21,14,0,0,27,0
11930,1981,0,10,0,0,21,216,0,0,21,8,0,2,28,0
11931,1981,0,0,0,0,56,177,0,0,21,14,0,0,32,0
11932,1981,0,0,0,0,56,192,0,0,21,14,0,0,24,0
11933,1981,10,43,43,0,27,172,2,7,3,4,2,7,37,1
11934,1981,9,28,27,0,1,187,1,4,6,6,1,4,35,0
11935,1981,11,34,25,0,6,203,2,3,7,5,2,3,31,0
11936,1981,15,6,3,0,51,152,0,0,17,10,0,0,29,0
11937,1981,1,59,48,0,34,137,3,7,2,2,3,7,29,0
11938,1981,7,19,14,0,32,173,0,0,8,14,0,0,23,0
11939,1981,16,6,3,0,51,207,0,0,16,10,0,0,41,0
11940,1981,20,0,0,0,37,206,0,0,22,14,0,0,28,0
11941,1981,19,1,4,0,55,176,0,0,15,12,0,0,30,0
11942,1981,2,86,49,0,3,199,2,7,1,1,3,12,39,0
11943,1981,22,10,0,0,25,105,0,0,22,9,0,0,24,0
11944,1981,14,10,10,0,25,158,0,0,12,9,0,0,23,0
11945,1981,13,28,1,0,1,110,0,0,19,6,1,4,22,0
11946,1981,4,48,37,0,4,117,3,5,4,3,3,6,26,0
11947,1981,5,19,5,0,32,95,0,1,14,14,0,0,28,0
11948,1981,21,1,0,0,54,201,0,0,20,13,0,0,34,0
11949,1981,6,59,11,0,34,212,0,0,22,2,3,7,25,0
11950,1981,23,0,0,0,45,197,0,0,22,14,0,0,35,0
11951,1981,3,86,37,0,3,178,1,5,5,1,3,12,34,0
11952,1981,12,34,9,0,6,202,0,0,13,5,2,3,29,0
11953,1981,24,5,1,0,57,194,0,0,21,11,0,0,26,0
11954,1981,17,43,1,0,27,175,0,0,18,4,2,7,32,0
11955,1981,18,10,10,0,21,119,0,2,11,8,0,2,27,0
11956,1981,8,48,11,0,4,163,0,1,9,3,3,6,33,0
11957,1981,0,0,0,0,56,177,0,0,22,14,0,0,32,0
11958,1981,0,0,0,0,56,192,0,0,22,14,0,0,24,0
11959,1981,0,0,0,0,53,205,0,0,22,14,0,0,35,0
11960,1981,0,10,0,0,21,198,0,0,22,8,0,2,27,0
11961,1981,0,0,0,0,53,118,0,0,22,14,0,0,27,0
11962,1981,0,0,0,0,45,213,0,0,22,14,0,0,24,0
11963,1981,2,95,46,0,3,178,2,6,3,1,4,13,34,1
11964,1981,5,54,43,0,4,117,3,6,5,3,3,7,26,0
11965,1981,8,10,7,0,51,152,0,1,15,9,0,1,29,0
11966,1981,9,22,8,0,32,95,0,1,14,14,0,0,28,0
11967,1981,4,61,50,0,34,137,3,7,1,2,3,7,29,0
11968,1981,12,44,44,0,27,172,2,7,4,4,2,7,37,0
11969,1981,6,28,27,0,1,187,1,4,6,6,1,4,35,0
11970,1981,1,95,49,0,3,199,2,7,2,1,4,13,39,0
11971,1981,18,34,9,0,6,202,0,0,13,5,2,3,29,0
11972,1981,20,0,0,0,56,177,0,0,22,14,0,0,32,0
11973,1981,11,10,10,0,21,119,0,2,11,8,0,2,27,0
11974,1981,14,28,1,0,1,110,0,0,19,6,1,4,22,0
11975,1981,17,10,0,0,25,105,0,0,22,10,0,0,24,0
11976,1981,24,5,1,0,57,194,0,0,21,11,0,0,26,0
11977,1981,22,0,0,0,53,118,0,0,22,14,0,0,27,0
11978,1981,10,10,3,0,51,207,0,0,17,9,0,1,41,0
11979,1981,3,34,25,0,6,203,2,3,7,5,2,3,31,0
11980,1981,16,61,11,0,34,212,0,0,22,2,3,7,25,0
11981,1981,23,1,4,0,55,176,0,0,16,12,0,0,30,0
11982,1981,19,10,10,0,25,158,0,0,12,10,0,0,23,0
11983,1981,13,54,11,0,4,163,0,1,9,3,3,7,33,0
11984,1981,7,44,1,0,27,175,0,0,18,4,2,7,32,0
11985,1981,15,22,14,0,32,173,0,0,8,14,0,0,23,0
11986,1981,21,0,0,0,45,197,0,0,22,14,0,0,35,0
11987,1981,0,1,0,0,54,201,0,0,20,13,0,0,34,0
11988,1981,0,0,0,0,56,192,0,0,22,14,0,0,24,0
11989,1981,0,0,0,0,37,206,0,0,22,14,0,0,28,0
11990,1981,0,10,0,0,21,198,0,0,22,8,0,2,27,0
11991,1981,0,0,0,0,53,205,0,0,22,14,0,0,35,0
11992,1981,0,0,0,0,45,213,0,0,22,14,0,0,24,0
11993,1980,1,9,9,0,3,178,1,1,1,1,1,1,33,1
11994,1980,4,6,6,0,34,137,0,1,2,2,0,1,27,0
11995,1980,13,4,4,0,56,177,0,1,3,3,0,1,31,0
11996,1980,22,3,3,0,25,206,0,0,4,4,0,0,26,0
11997,1980,20,2,2,0,51,152,0,0,5,5,0,0,27,0
11998,1980,12,1,1,0,1,117,0,0,6,6,0,0,24,0
11999,1980,16,6,0,0,34,217,0,0,7,2,0,1,30,0
12000,1980,23,2,0,0,51,221,0,0,7,5,0,0,35,0
12001,1980,11,0,0,0,6,222,0,0,7,7,0,0,29,0
12002,1980,15,0,0,0,57,223,0,0,7,7,0,0,40,0
12003,1980,24,4,0,0,56,224,0,0,7,3,0,1,33,0
12004,1980,8,0,0,0,6,203,0,0,7,7,0,0,29,0
12005,1980,2,0,0,0,27,172,0,0,7,7,0,0,36,0
12006,1980,7,0,0,0,21,119,0,0,7,7,0,0,25,0
12007,1980,21,0,0,0,54,176,0,0,7,7,0,0,28,0
12008,1980,6,0,0,0,32,207,0,0,7,7,0,0,39,0
12009,1980,14,0,0,0,21,200,0,0,7,7,0,0,33,0
12010,1980,10,9,0,0,3,199,0,0,7,1,1,1,37,0
12011,1980,5,0,0,0,32,173,0,0,7,7,0,0,21,0
12012,1980,17,1,0,0,1,187,0,0,7,6,0,0,33,0
12013,1980,9,0,0,0,4,219,0,0,7,7,0,0,37,0
12014,1980,19,0,0,0,4,163,0,0,7,7,0,0,31,0
12015,1980,3,0,0,0,27,202,0,0,7,7,0,0,27,0
12016,1980,18,3,0,0,25,197,0,0,7,4,0,0,33,0
12017,1980,0,0,0,0,58,225,0,0,7,7,0,0,26,0
12018,1980,0,0,0,0,58,140,0,0,7,7,0,0,23,0
12019,1980,0,0,0,0,54,136,0,0,7,7,0,0,23,0
12020,1980,0,0,0,0,45,158,0,0,7,7,0,0,22,0
12021,1980,6,9,9,0,4,163,1,1,2,2,1,1,31,1
12022,1980,7,6,6,0,32,173,0,1,4,11,0,0,21,0
12023,1980,10,13,13,0,3,178,1,2,1,1,1,2,33,0
12024,1980,2,3,3,0,27,202,0,0,7,7,0,0,27,0
12025,1980,13,3,3,0,1,117,0,0,8,8,0,0,24,0
12026,1980,14,1,1,0,21,119,0,0,10,10,0,0,25,0
12027,1980,20,0,0,0,54,176,0,0,11,11,0,0,28,0
12028,1980,18,6,0,0,34,217,0,0,11,3,0,1,30,0
12029,1980,15,4,4,0,56,177,0,1,5,5,0,1,31,0
12030,1980,16,1,0,0,21,200,0,0,11,10,0,0,33,0
12031,1980,23,3,0,0,1,187,0,0,11,8,0,0,33,0
12032,1980,22,3,0,0,25,197,0,0,11,6,0,0,33,0
12033,1980,17,2,2,0,51,152,0,0,9,9,0,0,27,0
12034,1980,24,3,3,0,25,206,0,0,6,6,0,0,26,0
12035,1980,19,4,0,0,56,224,0,0,11,5,0,1,33,0
12036,1980,3,0,0,0,6,203,0,0,11,11,0,0,30,0
12037,1980,21,2,0,0,51,221,0,0,11,9,0,0,35,0
12038,1980,1,9,0,0,4,219,0,0,11,2,1,1,37,0
12039,1980,9,6,6,0,34,137,0,1,3,3,0,1,27,0
12040,1980,5,3,0,0,27,172,0,0,11,7,0,0,36,0
12041,1980,12,0,0,0,57,223,0,0,11,11,0,0,40,0
12042,1980,8,0,0,0,6,222,0,0,11,11,0,0,29,0
12043,1980,11,6,0,0,32,207,0,0,11,11,0,0,39,0
12044,1980,4,13,0,0,3,199,0,0,11,1,1,2,37,0
12045,1980,0,0,0,0,54,136,0,0,11,11,0,0,23,0
12046,1980,0,0,0,0,58,225,0,0,11,11,0,0,27,0
12047,1980,0,0,0,0,58,140,0,0,11,11,0,0,23,0
12048,1980,0,0,0,0,45,158,0,0,11,11,0,0,22,0
12049,1980,2,18,18,0,4,163,2,2,1,1,2,2,31,1
12050,1980,4,13,6,0,27,172,0,1,6,3,0,2,36,0
12051,1980,5,13,7,0,27,202,0,1,4,3,0,2,27,0
12052,1980,3,9,9,0,34,137,0,1,3,4,0,1,27,0
12053,1980,6,15,2,0,3,199,0,0,11,2,1,2,37,0
12054,1980,19,2,1,0,21,200,0,0,13,10,0,0,33,0
12055,1980,13,3,0,0,25,197,0,0,14,7,0,0,33,0
12056,1980,18,4,0,0,56,224,0,0,14,6,0,1,33,0
12057,1980,20,0,0,0,57,223,0,0,14,11,0,0,40,0
12058,1980,17,9,0,0,34,217,0,0,14,4,0,1,30,0
12059,1980,21,3,0,0,1,187,0,0,14,8,0,0,33,0
12060,1980,15,6,0,0,32,207,0,0,14,11,0,0,40,0
12061,1980,24,0,0,0,58,209,0,0,14,11,0,0,28,0
12062,1980,12,2,2,0,51,152,0,0,10,9,0,0,27,0
12063,1980,1,18,0,0,4,219,0,0,14,1,2,2,37,0
12064,1980,16,3,3,0,25,206,0,0,8,7,0,0,26,0
12065,1980,23,4,4,0,56,177,0,1,7,6,0,1,31,0
12066,1980,7,2,0,0,51,221,0,0,14,9,0,0,35,0
12067,1980,8,15,13,0,3,178,1,2,2,2,1,2,33,0
12068,1980,10,0,0,0,6,203,0,0,14,11,0,0,30,0
12069,1980,9,0,0,0,6,222,0,0,14,11,0,0,30,0
12070,1980,11,2,1,0,21,119,0,0,12,10,0,0,25,0
12071,1980,22,0,0,0,45,158,0,0,14,11,0,0,22,0
12072,1980,14,6,6,0,32,173,0,1,5,11,0,0,21,0
12073,1980,0,3,3,0,1,117,0,0,9,8,0,0,25,0
12074,1980,0,0,0,0,54,176,0,0,14,11,0,0,28,0
12075,1980,0,0,0,0,58,225,0,0,14,11,0,0,27,0
12076,1980,0,0,0,0,54,136,0,0,14,11,0,0,23,0
12077,1980,1,18,18,0,34,137,1,2,2,2,1,2,27,1
12078,1980,8,8,7,0,21,119,0,1,5,5,0,1,25,0
12079,1980,24,8,4,0,56,224,0,1,9,6,0,2,33,0
12080,1980,21,6,3,0,1,187,0,0,11,8,0,0,33,0
12081,1980,16,2,2,0,6,222,0,0,15,11,0,0,30,0
12082,1980,9,14,8,0,27,202,0,1,4,4,0,2,28,0
12083,1980,17,8,1,0,21,200,0,0,16,5,0,1,33,0
12084,1980,14,3,3,0,25,206,0,0,10,9,0,0,27,0
12085,1980,2,18,18,0,4,163,2,2,1,1,2,2,31,0
12086,1980,11,18,0,0,4,219,0,0,17,1,2,2,37,0
12087,1980,22,8,4,0,56,177,0,1,8,6,0,2,31,0
12088,1980,23,0,0,0,57,223,0,0,17,12,0,0,40,0
12089,1980,6,2,2,0,51,152,0,0,13,10,0,0,27,0
12090,1980,5,15,13,0,3,178,1,2,3,3,1,2,33,0
12091,1980,10,2,0,0,6,203,0,0,17,11,0,0,30,0
12092,1980,3,2,0,0,51,221,0,0,17,10,0,0,35,0
12093,1980,13,14,6,0,27,172,0,1,7,4,0,2,36,0
12094,1980,19,0,0,0,45,158,0,0,17,12,0,0,22,0
12095,1980,7,15,2,0,3,199,0,0,14,3,1,2,37,0
12096,1980,12,3,0,0,25,197,0,0,17,9,0,0,33,0
12097,1980,20,6,6,0,32,173,0,1,6,12,0,0,22,0
12098,1980,4,0,0,0,54,136,0,0,17,12,0,0,23,0
12099,1980,15,6,0,0,32,207,0,0,17,12,0,0,40,0
12100,1980,18,18,0,0,34,217,0,0,17,2,1,2,30,0
12101,1980,0,0,0,0,58,225,0,0,17,12,0,0,27,0
12102,1980,0,0,0,0,58,209,0,0,17,12,0,0,28,0
12103,1980,0,6,0,0,1,226,0,0,17,8,0,0,28,0
12104,1980,2,23,17,0,27,202,1,2,4,2,1,3,28,1
12105,1980,1,25,19,0,3,178,1,3,2,1,1,4,33,0
12106,1980,4,25,6,0,3,199,0,1,8,1,1,4,38,0
12107,1980,6,21,21,0,4,163,2,2,1,3,2,2,31,0
12108,1980,9,5,2,0,25,197,0,0,16,9,0,0,33,0
12109,1980,12,3,1,0,6,203,0,0,18,10,0,0,30,0
12110,1980,21,8,4,0,56,177,0,1,9,6,0,2,31,0
12111,1980,14,3,2,0,6,222,0,0,15,10,0,0,30,0
12112,1980,11,5,3,0,25,206,0,0,11,9,0,0,27,0
12113,1980,8,6,6,0,32,173,0,1,6,12,0,0,22,0
12114,1980,3,23,6,0,27,172,0,1,7,2,1,3,36,0
12115,1980,15,0,0,0,54,136,0,0,19,12,0,0,23,0
12116,1980,20,6,3,0,1,187,0,0,12,8,0,0,34,0
12117,1980,16,8,7,0,21,119,0,1,5,5,0,1,26,0
12118,1980,17,6,0,0,32,207,0,0,19,12,0,0,40,0
